;Nombre;Nombre 1;Nombre 2;;Nombre;Tesis;Keywords;Resumen;Fecha;Año;Idioma;Citas;Director;;Director;Codirector;Codirector;Grupo de Investigación
99;Bejarano Garzón, Lilian Astrid;Bejarano-Garzón, Lilian Astrid;Bejarano-Garzón, Li;Bejarano-Garzón, Li.;Bejarano-Garzón, Li.;Modelo de Sistema Adaptativo Complejo de Gestión de la Calidad de la Administración del Proyecto Curricular de Pregrado Prototipo de la Facultad de Ingeniería de la Universidad Distrital Francisco José de Caldas – Investigación Exploratoria –;"Modelo
Sistema Adaptativo Complejo
Teoría General de Sistemas
Gestión";Este trabajo pretende generar un modelo de sistema adaptativo complejo de gestión de la calidad de la administración del proyecto curricular de pregrado prototipo de la facultad de ingeniería de la Universidad Distrital Francisco Jose de Caldas en su fase exploratoria, haciendo tres puntos cruciales , que describe su estructura y procesos . Las herramientas utilizadas para este trabajo son: la teoría general de sistemas (TGS) que apoyaría un modelo de sistema viable ( MSV ) , además de describir los procesos mediante la realización de un mapa de procesos y análisis estructural.;19-abr-17;2017;Español;0;Meza Álvarez, Joaquín Javier;Meza-Álvarez, Joaquín;Meza-Alvarez, Jo.;;;Modelación en Ingeniería de Sistemas (MIS)
100;Rincón Chaparro, Miguel Ángel;Rincón-Chaparro, Miguel Ángel;Rincón-Chaparro, Mi;Rincón-Chaparro, Mi.;Rincón-Chaparro, Mi.;Propuesta de una Metodología de Programación de Operaciones Detallada para Órdenes de Trabajo en Operaciones Secuenciales a Través de Algoritmos Heurísticos Basados en Lógica Proposicional Articulados Sobre una Serie de Autómatas Programables;"Secuenciación
Complejidad
Lógica combinacional y secuencial
Computabilidad
Máquina de Estados Finitos
Algoritmos computacionales";"El enfoque de programación de operaciones en el corto plazo, se ha convertido en un aspecto crítico en el entorno actual por mantener los inventarios bajos y los tiempos de entrega cortos, y por lo tanto el obtener una secuencia de trabajos amerita que sea planteada una manera para poder visualizarla en el tiempo, fundamentado en que lo sistemas tradicionales de MRP y MRPII no hacen hincapié en la programación real de la capacidad finita. La secuenciación de trabajos es un problema de enumeración de carácter combinatorio y al ser representado en diversos escenarios de producción con centros de trabajos en su distribución; la elección de una secuencia entre todas las opciones se vuelve cada vez más compleja de obtener en la medida que aumente en número de trabajos y el numero de maquinas y se remite a trabajar con métodos de optimización y algoritmos heurísticos para hallar una posible solución. Al plantear una propuesta metodologíca para determinar heurísticas basado en sistemas lógicos proposicionales en diferentes niveles; donde se tengan en cuenta el razonamiento lógico y las métricas de desempeño para poderlo evaluar como problema de secuenciación de trabajo en programación de operaciones, teniendo en cuenta que los problemas de secuenciación son considerados de gran complejidad algorítmica tipo NP-completo, pueda ser expresado como un problema de satisfactibilidad booleana SAT. Es decir un problema de optimización pueda ser expresado en un problema de decisión y poderlo tratar. Para obtener expresiones o formulas atómicas (fbf formulas bien formadas), a través de conceptos de la matemática discreta y combinatoria (conjunto, relaciones y funciones) y principalmente del estudio de la lógica proposicional (denominada lógica de primer orden LPO), para efectuar operaciones con las variables lógicas, cumpliendo con las propiedades del algebra boolena. Una vez obtenidas estas formulas, se representan los diferentes flujos de procesos alineado al flujo de información con razonamientos en los sistemas y subsistemas lógicos de índole combinacional y secuencial. Con estos elementos se modela el funcionamiento de una máquina de estados finitos, que es considerada un autómata más poderoso para modelar las funciones lógicas obtenidas. Se cuenta son los elementos necesarios para la puesta en marcha de la máquina de estados finitos: la cinta (secuencia de registros binarios {0,1} del sistema lógico), el cabezal (función de transición de estados en diagramas de decisión binario BDD) y el programa (algoritmos efectuados con conceptos del algebra booleana y funciones de conmutación: seleccionadores, codificadores, sumadores, comparadores de magnitud, etc.) que interpreta una función de transición a través del tiempo para obtener una salida de tipo binario, que represente la secuencia de operaciones a programar en una planta de producción asociado a centros de trabajo y relacionado con los recursos inherentes para la transformación de productos";2-feb-17;2017;Español;0;Soriano Méndez, José Jairo;Soriano-Méndez, José;Soriano-Mendez, Jo.;;;LABORATORIO DE AUTOMATICA, E INTELIGENCIA COMPUTACIONAL ( LAMIC)
101;Tinjaca Rodríguez, Diana Leonor;Tinjaca-Rodríguez, Diana Leonor;Tinjaca-Rodríguez, Di;Tinjaca-Rodríguez, Di.;Tinjaca-Rodríguez, Di.;"Análisis de sistemas
Sistemas de computador
Sistemas de software
Auditoria de sistemas";El presente trabajo formula un modelo dinámico que permite la selección, priorización y reducción de un conjunto de eventos no deseados a considerar por parte de equipos de trabajo pequeños en entidades estatales, durante el proceso de desarrollo de software u dar cumplimiento a los requerimientos del usuario. Se caracteriza además, la gestión de riesgos e identificación de los eventos no deseados en los proyectos de dichos desarrollos de software;2012;;2012;Español;0;Méndez Giraldo, Germán Andrés;Méndez-Giraldo, Germán;Mendez-Giraldo, Ge.;;;SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES)
102;Aranda Pinilla, Johan Alexander;Aranda-Pinilla, Johan Alexander;Aranda-Pinilla, Jo;Aranda-Pinilla, Jo.;Aranda-Pinilla, Jo.;Modelo matemático multi-objetivo para la gestión de la cadena de suministro de agrocombustibles en Colombia;"Combustibles fósiles
 Industrias agropecuarias
 Desarrollo económico
 Gases Efecto Invernadero (GEl)";Los agrocombustibles son hoy en día sustitutos parciales del combustible fósil y su producción ha tenido un crecimiento constante durante los últimos años. Este crecimiento ha sido impulsado principalmente por las ventajas ambientales que podrían traer los agrocombustibles en comparación con el combustible fósil, como reducción en las emisiones de gases efecto invernadero GEl, balance energético positivo (relación entre energía de entrada y energía de salida) y desarrollo económico para los países productores. En Colombia se espera un crecimiento en la producción de agrocombustibles en el corto, mediano y largo plazo, por lo que hay una oportunidad de desarrollo económico en este campo. El modelo matemático multi-objetivo presentado es un modelo programación lineal que incluye cuatro eslabones de la cadena de abastecimiento (cultivos, extractoras, biorrefinerías y mezcladoras);7-jul-05;;spanish;0;Orjuela Castro, Javier Arturo;Orjuela-Castro, Javier;Orjuela-Castro, Ja.;;;Grupo de Investigación en Competitividad dela Industria Colombiana - GICIC
104;Bonilla Cely, Sandra Milena;Bonilla Cely, Sandra Milena;Bonilla Cely, Sa;Bonilla Cely, Sa.;Bonilla-Cely, Sa.;Modelo de gestión y transferencia de conocimiento mediante estrategia pedagógica de empresas simuladas. Caso Centro de Comercio y Servicios SENA regional Risaralda;;;;2015;Español;2;VICTOR HUGO MEDINA;VICTOR-HUGO MEDINA;Medina-Garcia, Vi.;;;Grupo internacional en informática y comunicaciones para la gestión del conocimiento GICOGE
105;MANCIPE CONTRERAS, EFRAIN;;;;Mancipe-Contreras, Ef.;DISEÑO DE UNA ESTRUCTURA ORGANIZACIONAL EMPRESARIAL INTEGRAL NODAL BASADA EN EL FOMENTO DEL USO DE LAS FUENTES DE ENERGÍA LIMPIA COMO SOLUCIÓN A LAS NECESIDADES ENERGÉTICAS DEL MUNICIPIO DE ACANDÍ EN EL DEPARTAMENTO DEL CHOCÓ;;;;2015;Español;0;FLOR DE MARIA UMAÑA;FLOR-DE MARIA;Umaña-Villamizar,Fl;;;Grupo de Investigación en Competitividad y Desarrollo Empresarial - GICDE
106;HERRERA OCHOA, OSCAR JAVIER;;;;Herrera-Ochoa, Os.; Diseño de la operación logística de distribución de alimentos en diferentes localidades del sur de Bogotá basado en un modelo multietapas;Logística empresarial, Organización industrial, Transporte de mercancías;El presente proyecto busca desarrollar el diseño de la operación logística de distribución de alimentos en las localidades San Cristóbal, Ciudad Bolívar, Basa y Usme en la zona sur de Bogotá D.C., a través de un modelo desarrollado por etapas. Esto permitiría que exista menos manipulación de los alimentos (seguridad alimentaria) y que a su vez se reduzcan los costos de transporte e intermediación, contribuyendo a que los precios para el consumidor final sean más bajos;;2015;Español;0;Orjuela Castro, Javier;Orjuela-Castro, Javier;Orjuela-Castro, Ja.;;;Grupo de Investigación en Competitividad dela Industria Colombiana - GICIC
107;BUITRAGO HERNANDEZ, SANDRA PATRICIA;;;;Buitrago-Hernandez, Sa.;DISEÑO DE UN MODELO DE INTELIGENCIA PARA LA GESTIÓN Y SEGUIMIENTO DE PACIENTES ONCOLÓGICOS DEL SISTEMA DE SALUD COLOMBIANO;Oncología , Hospitales Bogotá (Colombia);En el presente proyecto se presenta el diseño de un sistema de gestión del conocimiento para los pacientes con diagnósticos confirmados de cáncer, representado a través de aplicativos computacionales para el registro, control y seguimiento de la información, que permita a los actores involucrados en el Sistema de Salud Colombiano contar con información actualizada y veraz para tomar las decisiones y generar las estrategias orientadas a mejorar la calidad de la atención, la satisfacción del usuario y la eficiencia en la atención;;2015;Español;0;Méndez Giraldo, Germán Andrés;Méndez-Giraldo, Germán;Mendez-Giraldo, Ge.;;;SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES)
108;CUERVO CARDONA, CLAUDIA JIMENA;;;;Cuervo-Cardona, Cl.;APROVECHAMIENTO DE LOS RECURSOS DE REGALIAS DE CIENCIA TECNOLOGIA E INNOVACION PARA EL FINANCIAMIENTO Y DESARROLLO DE CAPACIDADES REGIONALES DE CTI EN COLOMBIA;;;;2014;Español;0;;;;;;Otros
109;FERNANDEZ SANTOS, EDILBERTO;;;;Fernandez-Santos, Ed.;ESTARATEGIA ADMINISTRATIVA EN LA CONSOLIDACION DE UN MODELO DE ESTATUTO GENERAL UNIVERSITARIO PARA LA VINCULACIÓN DEL PERSONAL DOCENTE HORA CÁTEDRA;;;;2014;Español;0;;;;;;Otros
110;NOVA AREVALO, NESTOR ARMANDO;;;;Nova-Arevalo, Ne.; Racionalidad económica en los agentes del mercado  caso telefonía móvil celular;Economía, Telefonía móvil, Mercadeo de servicios, Consumidor;La negociación de un producto o servicio en el mercado se piensa que se tiene el control, que se hacen elecciones aludiendo a la lógica racional, y que los usuarios están protegidos por las políticas del regulador de tal forma de que su utilidad no se vea afectada. Sin embargo, existe la duda de que esto sea del todo cierto, de que realmente se tenga control sobre: la forma como se toman decisiones durante la negociación, la elección de los productos y servicios que se contratan y la identificación de la eficacia del regulador y su impacto en la libertad de elección y decisión de los usuarios en el proceso de negociación. En la presente investigación se ha estudiado, analizado, identificado, modelado y cuantificado el efecto que el regulador del servicio de telefonía móvil celular tiene sobre la racionalidad económica y el proceso de toma de decisiones de los usuarios de dicho servicio, efecto que es transparente para estos dos agentes;;2011;Español;0;Pinzón Rueda, Wilson Alexander;Pinzón-Rueda, Wilson;Pinzón-Rueda, Wi.;;;Armonico
11;ROA CARDENAS, FABIO LORENZO;;;;Roa-Cardenas, Fa.;Del modelo de diagnóstico del síndrome del edificio enfermo a los ambientes saludables;Salud Ocupacional , Condiciones de trabajo, Control de calidad , Desarrollo social, Calidad de vida;El interés creciente, definido inicialmente desde naciones con altos niveles de desarrollo en torno a temáticas de salud ocupacional, ha propiciado el abordaje de temáticas relacionadas con el mejoramiento de las condiciones de trabajo y el desarrollo de mecanismos para responder a las exigencias en temas de control de calidad, las condiciones de trabajo y por otra parte, disminuir los elevados costos en salud causados por las Llamadas enfermedades profesionales y las pérdidas por improductividad. Abordar toda una serie de investigaciones en tal direcciones constituyen un imperativo para realidades como la nuestra. La Cumbre ministerial de Investigación en Salud, organizada por la OMS y realizada en México en el año 2004 reconoce la necesidad de incorporar mecanismos para acercar el conocimiento a la acción. En la misma dirección el Programas Nacional de Ciencia y Tecnología de la Salud de COLClENCIAS trabaja en el Plan Estratégico 2009-2015 esbozado en el documento titulado Conocimiento orientado a transformar la salud, el desarrollo social y la calidad de vida;;2011;Español;0;Vega Torres, Agustín;Vega-Torres, Agustín;Vega-Torres, Ag.; Forero Chacón, Nelson Libardo;Forero-Chacon, Ne.;SHEQ
112;GUTIERREZ SANCHEZ, HERNANDO ALEXANDER;;;;Guitierrez-Sanchez, He.;Diseño de un método para la solución de problemas de ruteo de vehículos con ventanas de tiempo abierto;Transporte ,  Algoritmos , Redes de información,  Sistema de posicionamiento global, Consumidores; En este proyecto se pretende modificar el algoritmo de Look ahead que proponen los autores Repoussis, Tarantilis e loannou en la publicación denominado The open vehicle routing problem with time Windows, para que los clientes puedan ser visitados en uno de varios posibles lapsos;;2011;Español;0; Amilcar López, César;Amilcar-López, César;Lopez-Bello, Ce.;;;Modelos Matemáticos Aplicados a la Industria MMAI
113;MOSCOSO PABON ALEYCI;;;;Moscoso-Pabon, Al.;Modelo para la evaluación de la gestión del programa distrital de reciclaje;Comportamiento estudiantil, Sistemas de computador;El trabajo aporta de manera significativa a suplir en parte la necesidad de la unidad administrativa especial de servicios públicos de contar con un modelo que contribuya en el mejoramiento administrativo y que garantice un desempeño del programa distrital de reciclaje articulado y armónico;;2011;Español;0;Rodríguez Montaña, Nelson Eduardo;Rodríguez-Montaña, Nelson;Rodríguez-Montaña, Ne.;Pedraza Poveda, Gustavo;Pedraza-Poveda, Gu.;Otros
114;ROSALES AGREDO JENNY AMPARO;;;;Rosales-Agredo, Je.;Diseño de un sistema de minería de datos sobre deserción estudiantil para la gestión académica de las instituciones de educación superior;Tecnología de la información, Tecnología, Internet;Bajo el principio de que la educación es una oportunidad que se le debe brindar a todos durante toda la vida, los esfuerzos de la revolución educativa se dirigieron a ampliar las opciones de los niños y jóvenes en todos los niveles y formas educativas y a incluir en el sistema, especialmente, a los grupos más vulnerables, a quienes nunca han entrado al sistema y aquellos otros que por diversas circunstancias lo han abandonado;;2010;Español;0;Pinzón Rueda, Wilson Alexander;Pinzón-Rueda, Wilson;Pinzón-Rueda, Wi.;;;Armonico
115;MESA REYES JOSE ANTONIO;;;;Mesa-Reyes, Jo.; Metodología para el desarrollo el aseguramiento de la calidad de un proyecto de simulación aplicando las técnicas de gestión de proyectos de Project Management Institute Pmi;Ingeniería industrial, Administración industrial, Control de la producción, Project Management Institute;La metodología para incrementar la posibilidad de éxito de un estudio de simulación a través de la Selección y aplicación de un subconjunto de las disciplinas para gerenciar proyectos del Project Management Institute y el enfoque de entradas, procesos y Salidas de los sistemas de gestión de calidad. Como parte de la metodología se hizo un revisión de la teoría de proyectos, una revisión del estado del arte de la Simulación por computadora, una revisión de las tres más aceptadas metodológicas para llevar a cabo estudios de simulación y se estableció una línea de base metodológica que compila los elementos más importantes de las tres metodologías seleccionadas. Entregando como resultado la metodología misma, una caracterización de sus fases desde el punto de vista de calidad y una serie de registros básicos que soportan y enfocan los recursos del proyecto de simulación;;2010;Español;0;;;;;;Otros
116;GOMEZ MONTOYA DIEGO JOSE;;;;Gomez-Montoya, Di.; Simulación continua de la pobreza en un sistema socio económico;Administración municipal, Identidad cultural;Aquí se plantea abordar la pobreza mediante una amplia compresión de la misma, otorgando tanto valor a la conceptualización y los análisis cualitativos reconociendo los amplios aportes, realizados por diversos autores y organizaciones de diversos enfoques en cuanto a definir y medir pobreza, como adversos métodos cuantitativos que generalmente se han utilizado en asuntos de otras envergaduras y pueden resultar pertinentes al estudiar problemáticas socioeconómicas, como lo sugiere la metodología desarrollada por el grupo de investigación sistemas expertos y simulación (SES) de la facultad de ingeniería Universidad Distrital Francisco José de Caldas;;2011;Español;0;Méndez Montoya, Germán;Méndez-Montoya, Germán;Méndez-Montoya, Ge.;;;Otros
117;PARRA CASTRO MARIA ANGELICA;;;;Parra-Castro, Ma.;Propuesta metodológica de diseño de productos con base en principios activos naturales y sus procesos en la industria farmacéutica veterinaria;Farmacología, ndustria Farmacéutica, farmacología veterinaria, Medicamentos veterinarios, Industrias;" La industria farmacéutica veterinaria en Colombia se ye en la necesidad de innovar como ventaja competitiva con el fin de alcanzar el éxito; pero esta innovación se efectúa de manera informal e intuitiva lo que lleva al fracaso en el lanzamiento de nuevos productos, lo que a su vez genera junto con la resistencia creada a los principios activos por insectos y parásitos ciclos de vida de los productos cortos. Por lo tanto, se propone una metodología para el desafío de nuevos productos y sus procesos para aumentar el ciclo de vida de la gama de producto incrementando el potencial de éxito en la innovación al incorporar nuevos principios activos naturales para evitar el uso de sustancias toxicas para el medio ambiente, mitigar las falencias de desarrollos anteriores e incentivar el interés per la innovación";;2011;Español;0;Calderón, María Eugenia;Calderón-María Eugenia;Calderón, Ma.;;;GESTION EMPRESARIAL E INNOVACION TECNOLOGICA GEIT
118;VALVERDE CASTRO NESTOR AURELIO;;;;Valverde-Castro, Ne.; Modico: modelos de inteligencia competitiva organizacional;Administración de empresas, Competencia económica, Coeficiente de Inteligencia Organizacional (CIO) , La Inteligencia Competitiva (IC), Sociedad de Profesionales en Inteligencia Competitiva (SClP), ;Las empresas competitivas son aquellas capaces de ofrecer productos (bienes y servicios) con atributos apreciados por sus clientes. A estas características que distinguen al producto de una empresa de sus competidores lo denominamos ventajas competitivas. El concepto de Inteligencia Organizacional provee una visión respecto a cómo las organizaciones pueden adquirir, diseminar y utilizar información para crear ventajas competitivas. El Coeficiente de Inteligencia Organizacional (CIO) fue descrito por Mendelson y Ziegler en su libro Los 4 Principios de la Empresas Inteligente, según se desenvuelve la organización en 4 dimensiones: información externa, tome de decisiones, diseminación del conocimiento y enfoque. Otro autores han descrito el CIO, como una red conformada por múltiples inteligencias organizacionales, conectadas entre La Inteligencia Competitiva (le) es definida por la Sociedad de Profesionales en Inteligencia Competitiva (SCIP) como un proceso ético y sistemático de recolección de información, análisis y diseminación pertinente, precise, especifica, oportuna, predecible y active, acerca del ambiente de negocios, de los competidores y de la propia organización;;2011;Español;0;Sáenz Blanco, Fabiola;Sáenz-Blanco, Fabiola;Sáenz-Blanco, Fa.;;;Otros
119;BELTRAN RODRIGUEZ CARLOS ALIRIO;;;;Beltran-Rodriguez, Ca.; Propuesta de un modelo de gestión de la seguridad Ocupacional de los trabajadores que realizan actividades de pavimentación con asfalto en la ciudad de Bogotá D.C.;Salud ocupacional, Salud de los Trabajadores, Desarrollo científico y tecnológico, Industrialización, ; Al ser la capital del país, Bogotá presenta un alto crecimiento tanto a nivel demográfico como geográfico, lo cual genera la necesidad de construir espacios que garanticen y faciliten la movilidad de sus habitantes tanto al interior como al exterior de la ciudad, por lo tanto la industria de la construcción es uno de los sectores más importantes de la economía ya que intrínsecamente comprende toda una serie de procesos y actividades cuidadosamente planificadas, programadas y presupuestadas que contribuyen de manera indirecta y directa al progreso y crecimiento económico de la población en general al cumplir la función social;;2010;Español;0;Moscote, Orlando;;Moscote, Or.;;;SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES)
120;RUBIO RAMOS FIDELIA MILENA;;;;Rubio-Ramos,Fi.;Propuesta para la construcción de un sistema de reconocimiento de voz basado en modelos ocultos de Markov utilizando técnicas de diseño de experimentos para determinar la mejor configuración de los parámetros del sistema;Sistemas de computador, Sistemas electrónicos, Telecomunicaciones, Sistemas de transmisión de datos;En este trabajo de grado se presenta una propuesta metodológica para construir un sistema de reconocimiento automático de voz basado en modelos ocultos de markov utilizando sphinx-4 como herramienta de implementación y técnicas de experimentos y análisis de datos para la selección del mejor sistema de reconocimiento. Los indicadores de desempeño del sistema utilizados fueron el WER, el tiempo de procesamiento y el uso de memoria durante el reconocimiento;;2010;Español;0;Alzate, Marco Aurelio;Alzate-Marco Aurelio;Alzate, Ma.;;;LABORATORIO DE AUTOMATICA, E INTELIGENCIA COMPUTACIONAL ( LAMIC)
121;GUERRERO SALAS HUMBERTO;;;;Guerrero-Salas, Hu.;Diseño de un modelo teórico de estructuración de redes vinculadas en logística para la distribución física;Distribución física de mercancías, Control de la producción, Canales de comercialización, Manejo de materiales,  Procesos de manufactura;"Uno de los principales aspectos dentro de las redes de distribución tiene que ver con el aspecto propio de las distribución física que según castellanos Ramírez es el conjunto de operaciones necesarias para el desplazamiento de los productos preparados como carga, desde el lugar de producción o manufactura en el país de exportación hasta el local de importador en el país destino, bajo el concepto de óptima calidad, costo razonable y entrega justo a tiempo. Con base en este concepto se construye un modelo como representación simplificada de un fragmento de la realidad, si realiza su proceso de estructuración apropiadamente desde el inicio, es decir, desde la definición de la información apropiada seguramente conducirá a una buena presentación de la realidad a analizar además según Guadarrama una investigación de debe estar determinada por factores de utilidad social, científica o cultural; que para efectos de este proyectos refiere a la utilidad científica de aplicación de un modelo propuesto en empresas de producción, con el fin de reducir costos total de la distribución física de los materiales de los materiales y productos a través de la red logística";;2010;Español;0;Torres Acosta, Jairo Humberto;Torres-Acosta, Jairo;Torres-Acosta, Ja.;;;Modelos Matemáticos Aplicados a la Industria MMAI
122;PARRA BAEZ CAROLINA;;;;Parra-Baez, Ca.; Caracterización de las Herramientas que Reducen o Eliminan el Desorden Musculo esquelético en las Extremidades Superiores de Mayor incidencia en los Cultivadores de Papa en la Provincia del Departamento de Boyacá;Salud ocupacional Salud de los Trabajadores, Educación sanitaria ;En la investigación que se presenta se buscaron mecanismos de corrección que reducen o eliminan el desorden musculo esquelético superiores de mayor incidencia en los cultivadores de papa de la provincia centro del departamento de Boyacá, esto por medio de la aplicación de una metodología que inicio con la revisión del estado del arte tanto del cultivo como de los cultivadores de papa, el papel en la actualidad de la salud ocupacional no solo en Colombia sino en el mundo, las características de los desordenes musculo esqueléticos más frecuentes en los trabajadores y por último las herramientas existentes y utilizadas en las diferentes labores de los cultivos de papa;;2010;Español;0;Vega, Agustín;;Vega, Ag.;;;BIBLIOTECA VIRTUAL
123;RAMIREZ SANCHEZ MARIA;;;;Ramirez-Sanches, Ma.;Mecanismos de Viabilidad, Eficiencia y Mejoramiento de Gestión en Universidades  caso universidad Libre de Colombia, UNILIBRE;Administración universitaria, Tecnologia de la informacion, Gestion del conocimiento;A continuación se describe la universidad en cuestión y se desarrollan los pasos planteados en la propuesta metodológica. El estudio también muestra la elaboración de un plan piloto de mejoramiento y rediseño organizacional para la seccional Bogotá de dicha entidad, tendiente específica mente a lograr su reestructuración, entendiéndola como un sistema complejo y dinámico capaz de administrar su propia identidad, operar como una organización efectiva y viable. Las conclusiones y recomendaciones están relacionadas con el estudio realizado;;2010;Español;1;González Peñarete, Jairo;González-Peñarete, Jairo;González-Peñarete, Ja.;;;Otros
124;RAMIREZ CALERO, OLGA LUCIA;;;;Ramirez-Calero, Ol.;Modelo de dimensionamiento del servicio web Hosting dirigido A Pymes colombianas, basado en análisis de capacidades;Servicio Web, Microempresa;La presente investigación propone el diseño y desarrollo de un modelo matemático basado en el análisis de capadidades, que permite establecer el dimensionamiento y seleccio de la mejor combinación tecnológica de recursos de infraestructura para establecer la demanda del servicio web hosting dirigido a Pymes Colombianas;;2010;Español;0;Torres Acosta, Jairo Humberto;Torres-Acosta, Jairo;Torres-Acosta, Ja.;;;Modelos Matemáticos Aplicados a la Industria MMAI
125;SALAZAR SANABRIA HUGO FELIPE;;;;Salazar-Sanabria, Hu.;"Diseño de un sistema de Distribución en una organización del Sector de la Industria Forestal para el Mejoramiento y Racionalización de los Procesos Logísticos
";Exploración forestal, Control de datos, Planificación de la producción, Teoría de las distribuciones, Análisis funcional;El objetivo de este trabajo es el diseñar un sistema de distribución en una organización del sector de la industria forestal para el mejoramiento y racionalización de los procesos logísgticos;;2010;Español;1;López Bello, Oscar Amilcar;López-Bello, Oscar;Lopez-Bello, Ce.;;;Modelos Matemáticos Aplicados a la Industria MMAI
103;Bayona Ramírez, Edgar Antonio;;;;Bayona-Ramirez, Ed.; Propuesta y ajuste de un modelo difuso para las variables en la producción de lámina a partir del reciclaje de Tetra Pak en Riorion S.A.;"Administración de fábricas
Ingeniería de la producción";El proyecto presenta una metodología para manejar la optimización de las variables que intervienen en la producción de lámina de aglomerado a partir de reciclaje de los envases Tetra Pak. Presenta una solución en la optimización de mezclas cuando hay fluctuaciones imprevistas en uno o varios de los ingredientes del proceso. Buscando que el producto presente características uniformes para el usuario final;;2015;Español;0;Espitia Cuchango, Helbert Eduardo;Espitia-Cuchango, Helbert;Espitia-Cuchango, He.;;;LABORATORIO DE AUTOMATICA, E INTELIGENCIA COMPUTACIONAL ( LAMIC)
126;;;;;Sánchez-Salazar, An.; Diseño de una Red para la Transferencia de Conocimientos y Resultados de Investigación. Una Mirada desde la Dinámica de Sistemas.;"Transferencia de Tecnología
Dinámica de Sistemas
Política Pública
Modelo de Simulación";Este documento tiene como fin presentar un modelo simulado de las relaciones en red para la transferencia de conocimiento y resultados de investigación a nivel nacional, a través del análisis dinámico de sistemas, que contribuya a la formulación de una política pública ajustada a las condiciones y capacidades del país. En el primer capítulo se hace una breve introducción al concepto de transferencia, los actores involucrados, y los antecedentes presentados en Colombia y el mundo. En el segundo capítulo se realiza la caracterización del sistema y la comprensión de las relaciones, posteriormente en el tercer capítulo se realiza el diagnóstico con el acompañamiento directo de los actores y en la cuarta parte se realiza el modelo computacional que lleva a la simulación de una serie de políticas para convertirlos en los lineamientos de política. Finalmente en el capítulo quinto se genera una serie de recomendaciones y conclusiones para el sistema de transferencia de conocimiento y resultados de investigación a nivel nacional.;12/04/20018;2018;Español;0;;;Mendez-Giraldo, Ge.;;;SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES)
127;;;;;Posada-Pinzón, Jo.;La auto-organización empresarial como alternativa para incrementar la agilidad organizacional: una comparación de escenarios de simulación multi-agente;"Auto-organización
Modelos multi-agente
Agilidad organizacional
Estructuras de control
Actuaciones conjuntas";"Uno de los rasgos que ha caracterizado la corriente de pensamiento dominante en la gestión de las organizaciones y la ingeniería organizacional ha sido el uso de estructuras de control jerárquico; sin embargo los altos niveles de interdependencia que caracterizan el entorno actual generados por la globalización y los desarrollos tecnológicos han llevado a que este enfoque genere lentitud en la respuesta al cambio y en consecuencia disminuya la capacidad de cumplir los objetivos empresariales. A la fecha una alternativa para superar este problema se encuentra en las teorías de la auto-organización ampliamente abordadas desde las ciencias de la complejidad. Las investigaciones al respecto en sistema empresariales se encuentra en etapas tempranas, y aun no existen evidencias empíricas suficientes de las ventajas que ofrece la capacidad de ajustarse a condiciones cambiantes de los sistemas auto-organizados sobre los sistemas con esquemas de control jerárquico en el entorno empresarial. En este proyecto se realizó el diseño, codificación y verificación de un modelo de simulación multi-agente que permite comparar la velocidad de respuesta al cambio de una organización empresarial en la que predominan las estructuras de control jerárquico con la de una organización empresarial en la que predomina la auto-organización. Se espera que los resultados obtenidos permitan proyectar amplios caminos de investigación alrededor de las vías para auto-organizar los sistemas empresariales, principalmente por los altos niveles de agilidad y flexibilidad organizacional que se pueden alcanzar.";24-abr-18;2018;Español;0;;;Bohórquez-Arevalo, Lu.;;;SISTEMAS EXPERTOS Y SIMULACIÓN (ARCO SES)
